ID,enhancer_id,Group,Pseudo-barcode
ARP.Control.Nguyen_cortical_T03000000926_mm_chr15_97998220#free16-1.568410,ARP.Control.Nguyen_cortical_T03000000926_mm_chr15_97998220,4,ARP.Control.Nguyen_cortical_T03000000926_mm_chr15_97998220_Group_4
ARP.Control.Nguyen_cortical_T03000000926_mm_chr15_97998220#free16-1.593464,ARP.Control.Nguyen_cortical_T03000000926_mm_chr15_97998220,4,ARP.Control.Nguyen_cortical_T03000000926_mm_chr15_97998220_Group_4
ARP.Control.Nguyen_cortical_T03000000926_mm_chr15_97998220#free16-1.804968,ARP.Control.Nguyen_cortical_T03000000926_mm_chr15_97998220,3,ARP.Control.Nguyen_cortical_T03000000926_mm_chr15_97998220_Group_3
ARP.Control.Nguyen_cortical_T03000000926_mm_chr15_97998220#free16-1.529312,ARP.Control.Nguyen_cortical_T03000000926_mm_chr15_97998220,3,ARP.Control.Nguyen_cortical_T03000000926_mm_chr15_97998220_Group_3
ARP.Control.Nguyen_cortical_T03000000926_mm_chr15_97998220#free16-1.660535,ARP.Control.Nguyen_cortical_T03000000926_mm_chr15_97998220,3,ARP.Control.Nguyen_cortical_T03000000926_mm_chr15_97998220_Group_3
ARP.Control.Nguyen_cortical_T03000000926_mm_chr15_97998220#free16-1.545452,ARP.Control.Nguyen_cortical_T03000000926_mm_chr15_97998220,2,ARP.Control.Nguyen_cortical_T03000000926_mm_chr15_97998220_Group_2
ARP.Control.Nguyen_cortical_T03000000926_mm_chr15_97998220#free16-1.547279,ARP.Control.Nguyen_cortical_T03000000926_mm_chr15_97998220,2,ARP.Control.Nguyen_cortical_T03000000926_mm_chr15_97998220_Group_2
ARP.Control.Nguyen_cortical_T03000000926_mm_chr15_97998220#free16-1.1196720,ARP.Control.Nguyen_cortical_T03000000926_mm_chr15_97998220,2,ARP.Control.Nguyen_cortical_T03000000926_mm_chr15_97998220_Group_2
ARP.Control.Nguyen_cortical_T03000000926_mm_chr15_97998220#free16-1.965808,ARP.Control.Nguyen_cortical_T03000000926_mm_chr15_97998220,1,ARP.Control.Nguyen_cortical_T03000000926_mm_chr15_97998220_Group_1
ARP.Control.Nguyen_cortical_T03000000926_mm_chr15_97998220#free16-1.739344,ARP.Control.Nguyen_cortical_T03000000926_mm_chr15_97998220,1,ARP.Control.Nguyen_cortical_T03000000926_mm_chr15_97998220_Group_1
ARP.Control.Nguyen_cortical_T03000000926_mm_chr15_97998220#free16-1.414569,ARP.Control.Nguyen_cortical_T03000000926_mm_chr15_97998220,1,ARP.Control.Nguyen_cortical_T03000000926_mm_chr15_97998220_Group_1
ARP.Control.Nguyen_cortical_T03000000926_mm_chr15_97998220#free16-1.159416,ARP.Control.Nguyen_cortical_T03000000926_mm_chr15_97998220,1,ARP.Control.Nguyen_cortical_T03000000926_mm_chr15_97998220_Group_1
ARP.Control.Nguyen_cortical_T03000002332_hs_chr5_33373320#free16-1.1550117,ARP.Control.Nguyen_cortical_T03000002332_hs_chr5_33373320,10,ARP.Control.Nguyen_cortical_T03000002332_hs_chr5_33373320_Group_10
ARP.Control.Nguyen_cortical_T03000002332_hs_chr5_33373320#free16-1.1406556,ARP.Control.Nguyen_cortical_T03000002332_hs_chr5_33373320,10,ARP.Control.Nguyen_cortical_T03000002332_hs_chr5_33373320_Group_10
ARP.Control.Nguyen_cortical_T03000002332_hs_chr5_33373320#free16-1.1634380,ARP.Control.Nguyen_cortical_T03000002332_hs_chr5_33373320,10,ARP.Control.Nguyen_cortical_T03000002332_hs_chr5_33373320_Group_10
ARP.Control.Nguyen_cortical_T03000002332_hs_chr5_33373320#free16-1.967499,ARP.Control.Nguyen_cortical_T03000002332_hs_chr5_33373320,10,ARP.Control.Nguyen_cortical_T03000002332_hs_chr5_33373320_Group_10
ARP.Control.Nguyen_cortical_T03000002332_hs_chr5_33373320#free16-1.1515164,ARP.Control.Nguyen_cortical_T03000002332_hs_chr5_33373320,9,ARP.Control.Nguyen_cortical_T03000002332_hs_chr5_33373320_Group_9
ARP.Control.Nguyen_cortical_T03000002332_hs_chr5_33373320#free16-1.1312537,ARP.Control.Nguyen_cortical_T03000002332_hs_chr5_33373320,9,ARP.Control.Nguyen_cortical_T03000002332_hs_chr5_33373320_Group_9
ARP.Control.Nguyen_cortical_T03000002332_hs_chr5_33373320#free16-1.818143,ARP.Control.Nguyen_cortical_T03000002332_hs_chr5_33373320,9,ARP.Control.Nguyen_cortical_T03000002332_hs_chr5_33373320_Group_9
ARP.Control.Nguyen_cortical_T03000002332_hs_chr5_33373320#free16-1.754818,ARP.Control.Nguyen_cortical_T03000002332_hs_chr5_33373320,8,ARP.Control.Nguyen_cortical_T03000002332_hs_chr5_33373320_Group_8
ARP.Control.Nguyen_cortical_T03000002332_hs_chr5_33373320#free16-1.541174,ARP.Control.Nguyen_cortical_T03000002332_hs_chr5_33373320,8,ARP.Control.Nguyen_cortical_T03000002332_hs_chr5_33373320_Group_8
ARP.Control.Nguyen_cortical_T03000002332_hs_chr5_33373320#free16-1.1167172,ARP.Control.Nguyen_cortical_T03000002332_hs_chr5_33373320,8,ARP.Control.Nguyen_cortical_T03000002332_hs_chr5_33373320_Group_8
ARP.Control.Nguyen_cortical_T03000002332_hs_chr5_33373320#free16-1.261102,ARP.Control.Nguyen_cortical_T03000002332_hs_chr5_33373320,7,ARP.Control.Nguyen_cortical_T03000002332_hs_chr5_33373320_Group_7
ARP.Control.Nguyen_cortical_T03000002332_hs_chr5_33373320#free16-1.1315578,ARP.Control.Nguyen_cortical_T03000002332_hs_chr5_33373320,7,ARP.Control.Nguyen_cortical_T03000002332_hs_chr5_33373320_Group_7
ARP.Control.Nguyen_cortical_T03000002332_hs_chr5_33373320#free16-1.1437562,ARP.Control.Nguyen_cortical_T03000002332_hs_chr5_33373320,7,ARP.Control.Nguyen_cortical_T03000002332_hs_chr5_33373320_Group_7
ARP.Control.Nguyen_cortical_T03000002332_hs_chr5_33373320#free16-1.1455426,ARP.Control.Nguyen_cortical_T03000002332_hs_chr5_33373320,6,ARP.Control.Nguyen_cortical_T03000002332_hs_chr5_33373320_Group_6
ARP.Control.Nguyen_cortical_T03000002332_hs_chr5_33373320#free16-1.863054,ARP.Control.Nguyen_cortical_T03000002332_hs_chr5_33373320,6,ARP.Control.Nguyen_cortical_T03000002332_hs_chr5_33373320_Group_6
ARP.Control.Nguyen_cortical_T03000002332_hs_chr5_33373320#free16-1.1422061,ARP.Control.Nguyen_cortical_T03000002332_hs_chr5_33373320,6,ARP.Control.Nguyen_cortical_T03000002332_hs_chr5_33373320_Group_6
ARP.Control.Nguyen_cortical_T03000002332_hs_chr5_33373320#free16-1.944110,ARP.Control.Nguyen_cortical_T03000002332_hs_chr5_33373320,5,ARP.Control.Nguyen_cortical_T03000002332_hs_chr5_33373320_Group_5
ARP.Control.Nguyen_cortical_T03000002332_hs_chr5_33373320#free16-1.297606,ARP.Control.Nguyen_cortical_T03000002332_hs_chr5_33373320,5,ARP.Control.Nguyen_cortical_T03000002332_hs_chr5_33373320_Group_5
ARP.Control.Nguyen_cortical_T03000002332_hs_chr5_33373320#free16-1.606914,ARP.Control.Nguyen_cortical_T03000002332_hs_chr5_33373320,5,ARP.Control.Nguyen_cortical_T03000002332_hs_chr5_33373320_Group_5
ARP.Control.Nguyen_cortical_T03000002332_hs_chr5_33373320#free16-1.1211138,ARP.Control.Nguyen_cortical_T03000002332_hs_chr5_33373320,4,ARP.Control.Nguyen_cortical_T03000002332_hs_chr5_33373320_Group_4
ARP.Control.Nguyen_cortical_T03000002332_hs_chr5_33373320#free16-1.922804,ARP.Control.Nguyen_cortical_T03000002332_hs_chr5_33373320,4,ARP.Control.Nguyen_cortical_T03000002332_hs_chr5_33373320_Group_4
ARP.Control.Nguyen_cortical_T03000002332_hs_chr5_33373320#free16-1.1134835,ARP.Control.Nguyen_cortical_T03000002332_hs_chr5_33373320,4,ARP.Control.Nguyen_cortical_T03000002332_hs_chr5_33373320_Group_4
ARP.Control.Nguyen_cortical_T03000002332_hs_chr5_33373320#free16-1.1218238,ARP.Control.Nguyen_cortical_T03000002332_hs_chr5_33373320,3,ARP.Control.Nguyen_cortical_T03000002332_hs_chr5_33373320_Group_3
ARP.Control.Nguyen_cortical_T03000002332_hs_chr5_33373320#free16-1.286128,ARP.Control.Nguyen_cortical_T03000002332_hs_chr5_33373320,3,ARP.Control.Nguyen_cortical_T03000002332_hs_chr5_33373320_Group_3
ARP.Control.Nguyen_cortical_T03000002332_hs_chr5_33373320#free16-1.662802,ARP.Control.Nguyen_cortical_T03000002332_hs_chr5_33373320,3,ARP.Control.Nguyen_cortical_T03000002332_hs_chr5_33373320_Group_3
ARP.Control.Nguyen_cortical_T03000002332_hs_chr5_33373320#free16-1.1004422,ARP.Control.Nguyen_cortical_T03000002332_hs_chr5_33373320,2,ARP.Control.Nguyen_cortical_T03000002332_hs_chr5_33373320_Group_2
ARP.Control.Nguyen_cortical_T03000002332_hs_chr5_33373320#free16-1.386022,ARP.Control.Nguyen_cortical_T03000002332_hs_chr5_33373320,2,ARP.Control.Nguyen_cortical_T03000002332_hs_chr5_33373320_Group_2
ARP.Control.Nguyen_cortical_T03000002332_hs_chr5_33373320#free16-1.1634077,ARP.Control.Nguyen_cortical_T03000002332_hs_chr5_33373320,2,ARP.Control.Nguyen_cortical_T03000002332_hs_chr5_33373320_Group_2
ARP.Control.Nguyen_cortical_T03000002332_hs_chr5_33373320#free16-1.1280622,ARP.Control.Nguyen_cortical_T03000002332_hs_chr5_33373320,1,ARP.Control.Nguyen_cortical_T03000002332_hs_chr5_33373320_Group_1
ARP.Control.Nguyen_cortical_T03000002332_hs_chr5_33373320#free16-1.362029,ARP.Control.Nguyen_cortical_T03000002332_hs_chr5_33373320,1,ARP.Control.Nguyen_cortical_T03000002332_hs_chr5_33373320_Group_1
ARP.Control.Nguyen_cortical_T03000002332_hs_chr5_33373320#free16-1.1194727,ARP.Control.Nguyen_cortical_T03000002332_hs_chr5_33373320,1,ARP.Control.Nguyen_cortical_T03000002332_hs_chr5_33373320_Group_1
ARP.Control.Nguyen_cortical_T03000002332_hs_chr5_33373320#free16-1.245816,ARP.Control.Nguyen_cortical_T03000002332_hs_chr5_33373320,1,ARP.Control.Nguyen_cortical_T03000002332_hs_chr5_33373320_Group_1
ARP.Control.Nguyen_cortical_T03000003606_mm_chr2_181336040#free16-1.31229,ARP.Control.Nguyen_cortical_T03000003606_mm_chr2_181336040,10,ARP.Control.Nguyen_cortical_T03000003606_mm_chr2_181336040_Group_10
ARP.Control.Nguyen_cortical_T03000003606_mm_chr2_181336040#free16-1.237412,ARP.Control.Nguyen_cortical_T03000003606_mm_chr2_181336040,10,ARP.Control.Nguyen_cortical_T03000003606_mm_chr2_181336040_Group_10
ARP.Control.Nguyen_cortical_T03000003606_mm_chr2_181336040#free16-1.1358312,ARP.Control.Nguyen_cortical_T03000003606_mm_chr2_181336040,10,ARP.Control.Nguyen_cortical_T03000003606_mm_chr2_181336040_Group_10
ARP.Control.Nguyen_cortical_T03000003606_mm_chr2_181336040#free16-1.142807,ARP.Control.Nguyen_cortical_T03000003606_mm_chr2_181336040,10,ARP.Control.Nguyen_cortical_T03000003606_mm_chr2_181336040_Group_10
ARP.Control.Nguyen_cortical_T03000003606_mm_chr2_181336040#free16-1.936094,ARP.Control.Nguyen_cortical_T03000003606_mm_chr2_181336040,9,ARP.Control.Nguyen_cortical_T03000003606_mm_chr2_181336040_Group_9
ARP.Control.Nguyen_cortical_T03000003606_mm_chr2_181336040#free16-1.432197,ARP.Control.Nguyen_cortical_T03000003606_mm_chr2_181336040,9,ARP.Control.Nguyen_cortical_T03000003606_mm_chr2_181336040_Group_9
ARP.Control.Nguyen_cortical_T03000003606_mm_chr2_181336040#free16-1.378196,ARP.Control.Nguyen_cortical_T03000003606_mm_chr2_181336040,9,ARP.Control.Nguyen_cortical_T03000003606_mm_chr2_181336040_Group_9
ARP.Control.Nguyen_cortical_T03000003606_mm_chr2_181336040#free16-1.593408,ARP.Control.Nguyen_cortical_T03000003606_mm_chr2_181336040,8,ARP.Control.Nguyen_cortical_T03000003606_mm_chr2_181336040_Group_8
ARP.Control.Nguyen_cortical_T03000003606_mm_chr2_181336040#free16-1.805073,ARP.Control.Nguyen_cortical_T03000003606_mm_chr2_181336040,8,ARP.Control.Nguyen_cortical_T03000003606_mm_chr2_181336040_Group_8
ARP.Control.Nguyen_cortical_T03000003606_mm_chr2_181336040#free16-1.170204,ARP.Control.Nguyen_cortical_T03000003606_mm_chr2_181336040,8,ARP.Control.Nguyen_cortical_T03000003606_mm_chr2_181336040_Group_8
ARP.Control.Nguyen_cortical_T03000003606_mm_chr2_181336040#free16-1.25686,ARP.Control.Nguyen_cortical_T03000003606_mm_chr2_181336040,7,ARP.Control.Nguyen_cortical_T03000003606_mm_chr2_181336040_Group_7
ARP.Control.Nguyen_cortical_T03000003606_mm_chr2_181336040#free16-1.1083002,ARP.Control.Nguyen_cortical_T03000003606_mm_chr2_181336040,7,ARP.Control.Nguyen_cortical_T03000003606_mm_chr2_181336040_Group_7
ARP.Control.Nguyen_cortical_T03000003606_mm_chr2_181336040#free16-1.437490,ARP.Control.Nguyen_cortical_T03000003606_mm_chr2_181336040,7,ARP.Control.Nguyen_cortical_T03000003606_mm_chr2_181336040_Group_7
ARP.Control.Nguyen_cortical_T03000003606_mm_chr2_181336040#free16-1.474732,ARP.Control.Nguyen_cortical_T03000003606_mm_chr2_181336040,6,ARP.Control.Nguyen_cortical_T03000003606_mm_chr2_181336040_Group_6
ARP.Control.Nguyen_cortical_T03000003606_mm_chr2_181336040#free16-1.1101342,ARP.Control.Nguyen_cortical_T03000003606_mm_chr2_181336040,6,ARP.Control.Nguyen_cortical_T03000003606_mm_chr2_181336040_Group_6
ARP.Control.Nguyen_cortical_T03000003606_mm_chr2_181336040#free16-1.183176,ARP.Control.Nguyen_cortical_T03000003606_mm_chr2_181336040,6,ARP.Control.Nguyen_cortical_T03000003606_mm_chr2_181336040_Group_6
ARP.Control.Nguyen_cortical_T03000003606_mm_chr2_181336040#free16-1.1445899,ARP.Control.Nguyen_cortical_T03000003606_mm_chr2_181336040,5,ARP.Control.Nguyen_cortical_T03000003606_mm_chr2_181336040_Group_5
ARP.Control.Nguyen_cortical_T03000003606_mm_chr2_181336040#free16-1.1360328,ARP.Control.Nguyen_cortical_T03000003606_mm_chr2_181336040,5,ARP.Control.Nguyen_cortical_T03000003606_mm_chr2_181336040_Group_5
ARP.Control.Nguyen_cortical_T03000003606_mm_chr2_181336040#free16-1.518986,ARP.Control.Nguyen_cortical_T03000003606_mm_chr2_181336040,5,ARP.Control.Nguyen_cortical_T03000003606_mm_chr2_181336040_Group_5
ARP.Control.Nguyen_cortical_T03000003606_mm_chr2_181336040#free16-1.1585727,ARP.Control.Nguyen_cortical_T03000003606_mm_chr2_181336040,4,ARP.Control.Nguyen_cortical_T03000003606_mm_chr2_181336040_Group_4
ARP.Control.Nguyen_cortical_T03000003606_mm_chr2_181336040#free16-1.1101927,ARP.Control.Nguyen_cortical_T03000003606_mm_chr2_181336040,4,ARP.Control.Nguyen_cortical_T03000003606_mm_chr2_181336040_Group_4
ARP.Control.Nguyen_cortical_T03000003606_mm_chr2_181336040#free16-1.1083303,ARP.Control.Nguyen_cortical_T03000003606_mm_chr2_181336040,4,ARP.Control.Nguyen_cortical_T03000003606_mm_chr2_181336040_Group_4
ARP.Control.Nguyen_cortical_T03000003606_mm_chr2_181336040#free16-1.1496517,ARP.Control.Nguyen_cortical_T03000003606_mm_chr2_181336040,3,ARP.Control.Nguyen_cortical_T03000003606_mm_chr2_181336040_Group_3
ARP.Control.Nguyen_cortical_T03000003606_mm_chr2_181336040#free16-1.898638,ARP.Control.Nguyen_cortical_T03000003606_mm_chr2_181336040,3,ARP.Control.Nguyen_cortical_T03000003606_mm_chr2_181336040_Group_3
ARP.Control.Nguyen_cortical_T03000003606_mm_chr2_181336040#free16-1.1239226,ARP.Control.Nguyen_cortical_T03000003606_mm_chr2_181336040,3,ARP.Control.Nguyen_cortical_T03000003606_mm_chr2_181336040_Group_3
ARP.Control.Nguyen_cortical_T03000003606_mm_chr2_181336040#free16-1.222261,ARP.Control.Nguyen_cortical_T03000003606_mm_chr2_181336040,2,ARP.Control.Nguyen_cortical_T03000003606_mm_chr2_181336040_Group_2
ARP.Control.Nguyen_cortical_T03000003606_mm_chr2_181336040#free16-1.674978,ARP.Control.Nguyen_cortical_T03000003606_mm_chr2_181336040,2,ARP.Control.Nguyen_cortical_T03000003606_mm_chr2_181336040_Group_2
ARP.Control.Nguyen_cortical_T03000003606_mm_chr2_181336040#free16-1.311729,ARP.Control.Nguyen_cortical_T03000003606_mm_chr2_181336040,2,ARP.Control.Nguyen_cortical_T03000003606_mm_chr2_181336040_Group_2
ARP.Control.Nguyen_cortical_T03000003606_mm_chr2_181336040#free16-1.472294,ARP.Control.Nguyen_cortical_T03000003606_mm_chr2_181336040,1,ARP.Control.Nguyen_cortical_T03000003606_mm_chr2_181336040_Group_1
ARP.Control.Nguyen_cortical_T03000003606_mm_chr2_181336040#free16-1.397606,ARP.Control.Nguyen_cortical_T03000003606_mm_chr2_181336040,1,ARP.Control.Nguyen_cortical_T03000003606_mm_chr2_181336040_Group_1
ARP.Control.Nguyen_cortical_T03000003606_mm_chr2_181336040#free16-1.1186727,ARP.Control.Nguyen_cortical_T03000003606_mm_chr2_181336040,1,ARP.Control.Nguyen_cortical_T03000003606_mm_chr2_181336040_Group_1
ARP.Control.Nguyen_cortical_T03000003606_mm_chr2_181336040#free16-1.868343,ARP.Control.Nguyen_cortical_T03000003606_mm_chr2_181336040,1,ARP.Control.Nguyen_cortical_T03000003606_mm_chr2_181336040_Group_1
ARP.Control.Nguyen_cortical_T03000004012_hs_chr13_51676150#free16-1.190284,ARP.Control.Nguyen_cortical_T03000004012_hs_chr13_51676150,10,ARP.Control.Nguyen_cortical_T03000004012_hs_chr13_51676150_Group_10
ARP.Control.Nguyen_cortical_T03000004012_hs_chr13_51676150#free16-1.1099656,ARP.Control.Nguyen_cortical_T03000004012_hs_chr13_51676150,10,ARP.Control.Nguyen_cortical_T03000004012_hs_chr13_51676150_Group_10
ARP.Control.Nguyen_cortical_T03000004012_hs_chr13_51676150#free16-1.806855,ARP.Control.Nguyen_cortical_T03000004012_hs_chr13_51676150,10,ARP.Control.Nguyen_cortical_T03000004012_hs_chr13_51676150_Group_10
ARP.Control.Nguyen_cortical_T03000004012_hs_chr13_51676150#free16-1.197188,ARP.Control.Nguyen_cortical_T03000004012_hs_chr13_51676150,10,ARP.Control.Nguyen_cortical_T03000004012_hs_chr13_51676150_Group_10
ARP.Control.Nguyen_cortical_T03000004012_hs_chr13_51676150#free16-1.959971,ARP.Control.Nguyen_cortical_T03000004012_hs_chr13_51676150,9,ARP.Control.Nguyen_cortical_T03000004012_hs_chr13_51676150_Group_9
ARP.Control.Nguyen_cortical_T03000004012_hs_chr13_51676150#free16-1.409617,ARP.Control.Nguyen_cortical_T03000004012_hs_chr13_51676150,9,ARP.Control.Nguyen_cortical_T03000004012_hs_chr13_51676150_Group_9
ARP.Control.Nguyen_cortical_T03000004012_hs_chr13_51676150#free16-1.696111,ARP.Control.Nguyen_cortical_T03000004012_hs_chr13_51676150,9,ARP.Control.Nguyen_cortical_T03000004012_hs_chr13_51676150_Group_9
ARP.Control.Nguyen_cortical_T03000004012_hs_chr13_51676150#free16-1.324843,ARP.Control.Nguyen_cortical_T03000004012_hs_chr13_51676150,8,ARP.Control.Nguyen_cortical_T03000004012_hs_chr13_51676150_Group_8
ARP.Control.Nguyen_cortical_T03000004012_hs_chr13_51676150#free16-1.636949,ARP.Control.Nguyen_cortical_T03000004012_hs_chr13_51676150,8,ARP.Control.Nguyen_cortical_T03000004012_hs_chr13_51676150_Group_8
ARP.Control.Nguyen_cortical_T03000004012_hs_chr13_51676150#free16-1.697600,ARP.Control.Nguyen_cortical_T03000004012_hs_chr13_51676150,8,ARP.Control.Nguyen_cortical_T03000004012_hs_chr13_51676150_Group_8
ARP.Control.Nguyen_cortical_T03000004012_hs_chr13_51676150#free16-1.1399674,ARP.Control.Nguyen_cortical_T03000004012_hs_chr13_51676150,7,ARP.Control.Nguyen_cortical_T03000004012_hs_chr13_51676150_Group_7
ARP.Control.Nguyen_cortical_T03000004012_hs_chr13_51676150#free16-1.68895,ARP.Control.Nguyen_cortical_T03000004012_hs_chr13_51676150,7,ARP.Control.Nguyen_cortical_T03000004012_hs_chr13_51676150_Group_7
ARP.Control.Nguyen_cortical_T03000004012_hs_chr13_51676150#free16-1.70489,ARP.Control.Nguyen_cortical_T03000004012_hs_chr13_51676150,7,ARP.Control.Nguyen_cortical_T03000004012_hs_chr13_51676150_Group_7
ARP.Control.Nguyen_cortical_T03000004012_hs_chr13_51676150#free16-1.54004,ARP.Control.Nguyen_cortical_T03000004012_hs_chr13_51676150,6,ARP.Control.Nguyen_cortical_T03000004012_hs_chr13_51676150_Group_6
ARP.Control.Nguyen_cortical_T03000004012_hs_chr13_51676150#free16-1.1124976,ARP.Control.Nguyen_cortical_T03000004012_hs_chr13_51676150,6,ARP.Control.Nguyen_cortical_T03000004012_hs_chr13_51676150_Group_6
ARP.Control.Nguyen_cortical_T03000004012_hs_chr13_51676150#free16-1.406152,ARP.Control.Nguyen_cortical_T03000004012_hs_chr13_51676150,6,ARP.Control.Nguyen_cortical_T03000004012_hs_chr13_51676150_Group_6
ARP.Control.Nguyen_cortical_T03000004012_hs_chr13_51676150#free16-1.279761,ARP.Control.Nguyen_cortical_T03000004012_hs_chr13_51676150,5,ARP.Control.Nguyen_cortical_T03000004012_hs_chr13_51676150_Group_5
ARP.Control.Nguyen_cortical_T03000004012_hs_chr13_51676150#free16-1.1234321,ARP.Control.Nguyen_cortical_T03000004012_hs_chr13_51676150,5,ARP.Control.Nguyen_cortical_T03000004012_hs_chr13_51676150_Group_5
ARP.Control.Nguyen_cortical_T03000004012_hs_chr13_51676150#free16-1.242903,ARP.Control.Nguyen_cortical_T03000004012_hs_chr13_51676150,5,ARP.Control.Nguyen_cortical_T03000004012_hs_chr13_51676150_Group_5
ARP.Control.Nguyen_cortical_T03000004012_hs_chr13_51676150#free16-1.1529697,ARP.Control.Nguyen_cortical_T03000004012_hs_chr13_51676150,4,ARP.Control.Nguyen_cortical_T03000004012_hs_chr13_51676150_Group_4
ARP.Control.Nguyen_cortical_T03000004012_hs_chr13_51676150#free16-1.644343,ARP.Control.Nguyen_cortical_T03000004012_hs_chr13_51676150,4,ARP.Control.Nguyen_cortical_T03000004012_hs_chr13_51676150_Group_4
ARP.Control.Nguyen_cortical_T03000004012_hs_chr13_51676150#free16-1.434158,ARP.Control.Nguyen_cortical_T03000004012_hs_chr13_51676150,4,ARP.Control.Nguyen_cortical_T03000004012_hs_chr13_51676150_Group_4
ARP.Control.Nguyen_cortical_T03000004012_hs_chr13_51676150#free16-1.449773,ARP.Control.Nguyen_cortical_T03000004012_hs_chr13_51676150,3,ARP.Control.Nguyen_cortical_T03000004012_hs_chr13_51676150_Group_3
ARP.Control.Nguyen_cortical_T03000004012_hs_chr13_51676150#free16-1.50673,ARP.Control.Nguyen_cortical_T03000004012_hs_chr13_51676150,3,ARP.Control.Nguyen_cortical_T03000004012_hs_chr13_51676150_Group_3
ARP.Control.Nguyen_cortical_T03000004012_hs_chr13_51676150#free16-1.1331229,ARP.Control.Nguyen_cortical_T03000004012_hs_chr13_51676150,3,ARP.Control.Nguyen_cortical_T03000004012_hs_chr13_51676150_Group_3
ARP.Control.Nguyen_cortical_T03000004012_hs_chr13_51676150#free16-1.761500,ARP.Control.Nguyen_cortical_T03000004012_hs_chr13_51676150,2,ARP.Control.Nguyen_cortical_T03000004012_hs_chr13_51676150_Group_2
ARP.Control.Nguyen_cortical_T03000004012_hs_chr13_51676150#free16-1.1361677,ARP.Control.Nguyen_cortical_T03000004012_hs_chr13_51676150,2,ARP.Control.Nguyen_cortical_T03000004012_hs_chr13_51676150_Group_2
ARP.Control.Nguyen_cortical_T03000004012_hs_chr13_51676150#free16-1.162046,ARP.Control.Nguyen_cortical_T03000004012_hs_chr13_51676150,2,ARP.Control.Nguyen_cortical_T03000004012_hs_chr13_51676150_Group_2
ARP.Control.Nguyen_cortical_T03000004012_hs_chr13_51676150#free16-1.1504680,ARP.Control.Nguyen_cortical_T03000004012_hs_chr13_51676150,1,ARP.Control.Nguyen_cortical_T03000004012_hs_chr13_51676150_Group_1
ARP.Control.Nguyen_cortical_T03000004012_hs_chr13_51676150#free16-1.997294,ARP.Control.Nguyen_cortical_T03000004012_hs_chr13_51676150,1,ARP.Control.Nguyen_cortical_T03000004012_hs_chr13_51676150_Group_1
ARP.Control.Nguyen_cortical_T03000004012_hs_chr13_51676150#free16-1.1058465,ARP.Control.Nguyen_cortical_T03000004012_hs_chr13_51676150,1,ARP.Control.Nguyen_cortical_T03000004012_hs_chr13_51676150_Group_1
ARP.Control.Nguyen_cortical_T03000004012_hs_chr13_51676150#free16-1.575356,ARP.Control.Nguyen_cortical_T03000004012_hs_chr13_51676150,1,ARP.Control.Nguyen_cortical_T03000004012_hs_chr13_51676150_Group_1
ARP.Control.Nguyen_cortical_T03000005948_mm_chr4_48300480#free16-1.552608,ARP.Control.Nguyen_cortical_T03000005948_mm_chr4_48300480,10,ARP.Control.Nguyen_cortical_T03000005948_mm_chr4_48300480_Group_10
ARP.Control.Nguyen_cortical_T03000005948_mm_chr4_48300480#free16-1.1137837,ARP.Control.Nguyen_cortical_T03000005948_mm_chr4_48300480,10,ARP.Control.Nguyen_cortical_T03000005948_mm_chr4_48300480_Group_10
ARP.Control.Nguyen_cortical_T03000005948_mm_chr4_48300480#free16-1.988874,ARP.Control.Nguyen_cortical_T03000005948_mm_chr4_48300480,10,ARP.Control.Nguyen_cortical_T03000005948_mm_chr4_48300480_Group_10
ARP.Control.Nguyen_cortical_T03000005948_mm_chr4_48300480#free16-1.568506,ARP.Control.Nguyen_cortical_T03000005948_mm_chr4_48300480,10,ARP.Control.Nguyen_cortical_T03000005948_mm_chr4_48300480_Group_10
ARP.Control.Nguyen_cortical_T03000005948_mm_chr4_48300480#free16-1.783886,ARP.Control.Nguyen_cortical_T03000005948_mm_chr4_48300480,9,ARP.Control.Nguyen_cortical_T03000005948_mm_chr4_48300480_Group_9
ARP.Control.Nguyen_cortical_T03000005948_mm_chr4_48300480#free16-1.588285,ARP.Control.Nguyen_cortical_T03000005948_mm_chr4_48300480,9,ARP.Control.Nguyen_cortical_T03000005948_mm_chr4_48300480_Group_9
ARP.Control.Nguyen_cortical_T03000005948_mm_chr4_48300480#free16-1.638275,ARP.Control.Nguyen_cortical_T03000005948_mm_chr4_48300480,9,ARP.Control.Nguyen_cortical_T03000005948_mm_chr4_48300480_Group_9
ARP.Control.Nguyen_cortical_T03000005948_mm_chr4_48300480#free16-1.57158,ARP.Control.Nguyen_cortical_T03000005948_mm_chr4_48300480,8,ARP.Control.Nguyen_cortical_T03000005948_mm_chr4_48300480_Group_8
ARP.Control.Nguyen_cortical_T03000005948_mm_chr4_48300480#free16-1.1140119,ARP.Control.Nguyen_cortical_T03000005948_mm_chr4_48300480,8,ARP.Control.Nguyen_cortical_T03000005948_mm_chr4_48300480_Group_8
ARP.Control.Nguyen_cortical_T03000005948_mm_chr4_48300480#free16-1.1245028,ARP.Control.Nguyen_cortical_T03000005948_mm_chr4_48300480,8,ARP.Control.Nguyen_cortical_T03000005948_mm_chr4_48300480_Group_8
ARP.Control.Nguyen_cortical_T03000005948_mm_chr4_48300480#free16-1.1341369,ARP.Control.Nguyen_cortical_T03000005948_mm_chr4_48300480,7,ARP.Control.Nguyen_cortical_T03000005948_mm_chr4_48300480_Group_7
